dataset	example_uid	question	answer	incorrect	correct	evidence
movieQA	2835	Why has Alex been sent to Las Vegas ?	To discuss plans for the construction of a nightclub	Alex has been sent to Las Vegas to discuss plans for the construction of a nightclub .	Alex has been sent to Las Vegas to oversee the building of a nightclub .	"Alex Whitman is an architect from New York City who is sent to Las Vegas to supervise the construction of a nightclub that his firm has been hired to build.
"
movieQA	164	Who wins the fight , Northup or Tibeats ?	Both of them win	Both of them win the fight .	Tibeats won the fight .	"Tibeats attacks Northup, but Northup overpowers him and beats him.
"
movieQA	5650	Who is visiting Anna unexpectedly at the Ritz ?	Max and Bella	Max and Bella visit Anna unexpectedly at the Ritz .	Jeff King is visiting Anna unexpectedly at the Ritz .	"Anna invites Will to her room at the Ritz, but her American boyfriend, a famous film star named Jeff King, has arrived unexpectedly.
"
movieQA	1816	How did Jack die ?	In a car accident	Jack died in a car accident .	Jack died in a tire-changing accident .	"He calls Lureen, who says that Jack died in an accident, when a tire he was changing exploded.
"
movieQA	4293	What does Jane learn from Mrs. Fairfax about what happened at Thornfield ?	That the house was struck by lightning and burned down .	Jane learns from Mrs. Fairfax that the house was struck by lightning and burned down at Thornfield .	Jane learned that Rochester 's wife set the house on fire at Thornfield from Mrs. Fairfax .	"She learns from Mrs. Fairfax that Rochester's wife set the house on fire and died, jumping from the roof.
"
movieQA	1587	What does Blade manage to do to Quinn before he escapes from the hospital ?	Blade severs his shoulder	Blade manages to sever Quinn 's shoulder before he escapes from the hospital .	Blade severs Quinn 's arm before he escapes from the hospital .	"Blade tracks Quinn down to a hospital, but he is able to bite a resident hematologist, Dr. Karen Jenson, before escaping once again after Blade severs his arm.
"
movieQA	205	How does Epps react when Northup 's identity is revealed and proven ?	He accepts the sheriff 's conclusions	Epps accepts the sheriff 's conclusions when Northup 's identity is revealed and proven .	Epps reacts with protests and tries to stop Northup from leaving when Northup 's identity is revealed and proven .	"Parker has come to free him, and the two embrace, though an enraged Epps furiously protests the circumstances and tries to prevent him from leaving.
"
movieQA	10110	How does Annie feel when Rhodes buys her supplies for her to start baking again ?	Relieved	Annie feels relieved when Rhodes buys her supplies for her to start baking again .	Annie feels offended when Rhodes buys he supplies for her to start baking again .	"Following a night together, Officer Rhodes buys baking supplies for Annie to start baking again.
 Offended and overwhelmed, Annie leaves.
"
movieQA	9233	Who does Ryan meet and start a relationship with on his travels ?	Alice .	Ryan meets and starts a relationship with Alice on his travels .	Ryan meets and starts a new relationship with Alex on his travels .	"While traveling, he meets another frequent flyer named Alex and they begin a casual relationship.
"
movieQA	537	Who is Santiago 's commanding officer ?	Lieutenant Markinson	Santiago 's commanding officer is Lieutenant Markinson .	Lieutenant Kendrick is Santiago 's commanding officer .	"An argument evolves between base commander Colonel Nathan Jessup and his officers: while Jessup's executive officer, Lieutenant Colonel Matthew Markinson, advocates that Santiago be transferred immediately, Jessup regards this as akin to surrender and orders Santiago's commanding officer, Lieutenant Kendrick, to train Santiago to become a better Marine.
"
movieQA	4512	How does Jamie respond after Chris insults her in the bar ?	She says that he will never experience romantic love like she did .	Jamie tells Chris that he will never experience romantic love like she did after he insults her in the bar .	Jamie punches Chris and requests that he is thrown out of the bar after he insults her .	"Jamie punches Chris and he is tossed out of the bar at her request.
"
movieQA	10063	What does Grace decide to do after Adam is killed ?	To sit and wait for help	Grace decides to sit and wait for help after Adam is killed .	After Adam was killed , Grace decided to continue with Adam 's plan .	"Grace tells Lee that they must finish Adam's plan to use the boat.
"
movieQA	5815	What does Ruth say to Zoil when he questions her about Paul , Graeme and Clive ?	She refuses to speak to Zoil	Ruth refuses to speak to Zoil when he questions her about Paul , Graeme and Clive .	When Zoil questions Ruth about Paul , Graeme and Clive she claims she does n't know anything about `` a one-eyed girl '' or `` two British nerds '' .	"Later, at another RV park, Ruth is questioned by Agent Zoil, but claims to know nothing about ""a one-eyed girl"" or ""two British nerds"".
"
movieQA	36	Who shoots Sean ?	Quinn	Quinn shoots Sean .	Lewis shoots Sean .	"Browning's group arrives, and Lewis, to Hook's horror, shoots Sean.
"
movieQA	5775	When does Frank realize he needs to chnage his life ?	After a heart attack	Frank realizes he needs to change his life after a heart attack .	Frank realizes he needs to change his life after a violent panic attack .	"After a violent panic attack, Frank realizes that he needs some focus in his life, and, after a booze cruise along the English Channel, decides to focus his efforts on swimming across it.
"
movieQA	10827	Why does Harry 's and Cho 's relationship fall apart ?	Because Harry cheated on Cho	Harry 's and Cho 's relationship falls apart because Harry cheated on Cho .	Harry 's and Cho 's relationship falls apart because Harry believes Cho betrayed Dumbledore 's Army to Umbridge .	"Harry's relationship with Cho falls apart, as he believes she betrayed Dumbledore's Army to Umbridge.
"
movieQA	3768	What is Dale 's job ?	He s a nurse	Dale 's job is a nurse .	Dale 's job is a dental assistant .	"Dale is a dental assistant being sexually harassed by his boss, Dr. Julia Harris ; she threatens to tell his fiancee Stacy that he had sex with her unless he actually has sex with her.
"
movieQA	10359	Why does Goose poison Ewing ?	Because he is in love with his wife Tilda	Goose poison 's Ewing because he is in love with his wife Tilda .	Goose poisons Ewing because he wants to steal Ewing 's valuables .	"Dr Henry Goose slowly poisons Ewing, claiming it to be the cure for a parasitic worm, to steal Ewing's valuables.
"
movieQA	6644	What is Jamal 's final answer .	Planchet	Planchet is Jamal 's final answer .	Aramis is Jamal 's final answer .	"Relieved, Jamal randomly picks Aramis, the right answer, and wins the grand prize.
"
movieQA	9628	What is Warren 's full name ?	Warren Worthington VIII	Warren Worthington VIII is his full name .	Warren 's full name is Warren Worthington III .	"Ten years later, the industrialist father of Warren Worthington III discovers his son is a mutant as Warren tries to cut off his wings.
"
movieQA	5516	What does Ingrid do after she 's denied a vacation ?	She asks for a raise .	After Ingrid was denied a vacation she asked for a raise .	Ingrid quits her job after she 's denied a vacation .	"Meanwhile, after being nearly run over by a car and denied a vacation, Ahern Records secretary Ingrid Withers quits her job and offers the deliveryman Paul Doyle tickets for the Ahern Records Masquerade Ball if Paul helps her complete a series of New Year's resolutions before midnight, which he accepts.
"
movieQA	8779	What does Jordan decide when he starts giving his farewell speech ?	To turn himself in to the FBI	Jordan decides to turn himself in to the FBI when he starts giving his farewell speech .	Jordan decided to stay at the company when he stared giving his farewell speech .	"Fearing for his son, Jordan's father pressures him to leave Stratton Oakmont and lay low while Jordan's lawyer orchestrates a deal to keep him out of prison.
 Jordan, however, cannot bear to quit, and decides to stay in the middle of his farewell speech.
"
